148,F67/10206,Pear,J,0.7,VVS1,VG,VG,None,0.616,0.57,7.80*5.07*3.12,GIA,7271084373,2500,-0.24,1900,1330,Pinpoint
149,F138/17712,Pear,D,0.61,VVS1,EX,EX,Medium,0.603,0.57,7.33*4.86*2.93,GIA,6225353069,3400,-0.24,2584,1576.24,"Pinpoint, Indented Natural, Extra Facet"
150,F137/13824,Pear,F,0.56,VVS1,EX,VG,Strong,0.578,0.58,7.35*4.66*2.69,GIA,6215705122,2900,-0.22,2262,1266.72,"Pinpoint, Feather, Indented Natural, Surface Graining"
151,F136/14580,Pear,G,0.53,VVS1,EX,VG,Strong,0.583,0.62,7.22*4.63*2.70,GIA,6215825267,2700,-0.22,2106,1116.18,"Cloud, Pinpoint, Surface Graining"
152,F254/11871,Pear,E,0.52,VVS2,VG,EX,Medium,0.586,0.57,7.11*4.55*2.67,GIA,2356570774,3000,-0.22,2340,1216.8,"Needle, Twinning Wisp, Pinpoint, Surface Graining"
153,F33/12979,Pear,G,0.5,VVS1,EX,G,Medium,0.615,0.59,6.93*4.38*2.69,GIA,6271521782,2700,-0.22,2106,1053,"Pinpoint, Feather, Indented Natural, Surface"
154,F232/7695,Pear,H,0.5,SI2,VG,G,Faint,0.712,0.55,6.43*4.19*2.98,GIA,2337876722,1800,-0.2,1440,720,Feather
155,F259/9108,Pear,H,0.42,IF,EX,VG,None,0.582,0.58,6.55*4.29*2.50,GIA,7348759215,2200,-0.2,1760,739.2,Minor Detials of Polish
156,F225/9450,Pear,D,0.4,VS2,EX,G,Strong,0.553,0.63,6.77*4.19*2.32,GIA,7333659390,2200,-0.22,1716,686.4,"Cavity, Feather, Crystal"
157,F192/10017,Pear,E,0.4,VVS2,EX,VG,Medium,0.676,0.56,5.94*4.10*2.77,GIA,2327752585,2400,-0.22,1872,748.8,"Needle, Cloud, Surface Graining"
